Scenario,Model,Period,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B,Importance_0,Importance_1,Importance_2,Importance_3,Importance_4,Importance_5,Importance_6,Importance_7,Importance_8,Importance_9
SEA,NN,27,0.3484848484848485,0.16546762589928057,0.9923590754000673,0.22439024390243903,0.8219568902207696,0.23669453260427828,0.12829919817107774,0.219855324074074,0.05707690329218098,0.20352859224965703,0.005360510973936794,0.021657021604938143,0.008322187928669279,0.12271412037037036,0.07183277606310008,0.1080099022633744,0.0947745198902605
AWE,NN,27,0.35294117647058826,0.08633093525179857,0.9928396366956606,0.13872832369942195,0.8154298622060261,0.17196757323718348,0.09941547391414512,0.25380701303154996,0.060521262002743416,0.17642082475994508,0.002308384773662486,0.021597650891632236,0.009267189643346963,0.10166730967078182,0.06776856138545946,0.10550240054869683,0.10362697187928667
Sliding Window,NN,27,0.14,0.2517985611510791,0.9846700946705752,0.17994858611825193,0.7632797680578325,0.18048392738234365,0.16057860859530085,0.23011166838134428,0.038498585390946416,0.1878540809327845,0.0021883573388201015,0.021536565500685723,0.006429612482853142,0.12807420267489703,0.08628107853223584,0.09769118655692721,0.12416945301783253
History Window,NN,27,0.14622641509433962,0.22302158273381295,0.986111778557355,0.17663817663817663,0.7696219802097365,0.17380362009921832,0.14321157215719113,0.2201924725651579,0.003991983882030236,0.1521907150205762,0.006416752400548753,0.0010778892318244805,0.00020383230452680756,0.10881923010973946,0.08213027263374492,0.11151920438957488,0.14685549554183822
SEA,NN,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07939133585218164,0.04824543243103365,0.08697582940841579,0.0008840122146887231,0.036051964184048435,0.0029449821437814495,0.07748408467470633,0.09120076600590026,0.1180285699497956,0.06231199213291241
AWE,NN,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11619119093214647,0.05229905284405576,0.10530614357434927,0.0033176336628540247,0.05180787743905604,0.005995031313079058,0.08819471041871552,0.1134697996998086,0.1286729465348586,0.0904259613891621
Sliding Window,NN,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040841053775684456,0.010786191190932137,0.03525593913358527,0.005560788779048731,0.013614719735003344,0.0005713989959112098,0.06632938253713576,0.11396149267636246,0.1730769628901196,0.0640624191294447
History Window,NN,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1359106671497335,0.015967600020702966,0.10757517726825745,0.005401376740334451,0.009520211169194215,0.0005486258475235096,0.1126551420733917,0.1144397287925057,0.17353397857253777,0.10887479944102278
SEA,NN,14,0.3269230769230769,0.1588785046728972,0.9806191534446225,0.2138364779874214,0.8673397852124137,0.21904248886825095,0.17722525316560261,0.1691651978849545,0.023698125300432714,0.19816696042300924,0.013044383912834644,0.056053517064573045,0.006378785451049596,0.20245633712546077,0.1778673289536934,0.1895753885595258,0.17571703252683876
AWE,NN,14,0.34210526315789475,0.08099688473520249,0.9821696211690527,0.1309823677581864,0.8611026249560413,0.16003424429394042,0.15765365935999606,0.14143566736099988,0.023360038455375775,0.16308283928857553,0.008945681781765736,0.0492132671046307,0.009121935587245656,0.15672969075468673,0.13235539176414038,0.16627463547508411,0.14940714629065857
