Dataset,Model1,Model2,Period,Topn,Overlap
Backblaze,LDA,RF,18,1,1
Backblaze,LDA,RF,18,3,0.5
Backblaze,LDA,RF,18,5,0.352941176470588
Backblaze,LDA,RF,19,1,1
Backblaze,LDA,RF,19,3,0.176470588235294
Backblaze,LDA,RF,19,5,0.294117647058824
Backblaze,LDA,RF,20,1,1
Backblaze,LDA,RF,20,3,0.411764705882353
Backblaze,LDA,RF,20,5,1
Backblaze,LDA,RF,21,1,1
Backblaze,LDA,RF,21,3,0.5
Backblaze,LDA,RF,21,5,0.352941176470588
Backblaze,LDA,RF,22,1,1
Backblaze,LDA,RF,22,3,0.176470588235294
Backblaze,LDA,RF,22,5,0.352941176470588
Backblaze,LDA,RF,23,1,1
Backblaze,LDA,RF,23,3,1
Backblaze,LDA,RF,23,5,1
Backblaze,LDA,RF,24,1,0
Backblaze,LDA,RF,24,3,0.428571428571429
Backblaze,LDA,RF,24,5,0.294117647058824
Backblaze,LDA,RF,25,1,1
Backblaze,LDA,RF,25,3,0.235294117647059
Backblaze,LDA,RF,25,5,0.411764705882353
Backblaze,LDA,RF,26,1,0
Backblaze,LDA,RF,26,3,0.176470588235294
Backblaze,LDA,RF,26,5,0.764705882352941
Backblaze,LDA,RF,27,1,1
Backblaze,LDA,RF,27,3,0.25
Backblaze,LDA,RF,27,5,0.470588235294118
Backblaze,LDA,RF,28,1,1
Backblaze,LDA,RF,28,3,0.285714285714286
Backblaze,LDA,RF,28,5,0.294117647058824
Backblaze,LDA,RF,29,1,1
Backblaze,LDA,RF,29,3,0.166666666666667
Backblaze,LDA,RF,29,5,0.294117647058824
Backblaze,LDA,RF,30,1,1
Backblaze,LDA,RF,30,3,0.6
Backblaze,LDA,RF,30,5,0.411764705882353
Backblaze,LDA,RF,31,1,1
Backblaze,LDA,RF,31,3,0.333333333333333
Backblaze,LDA,RF,31,5,0.352941176470588
Backblaze,LDA,RF,32,1,1
Backblaze,LDA,RF,32,3,0.333333333333333
Backblaze,LDA,RF,32,5,0.294117647058824
Backblaze,LDA,RF,33,1,1
Backblaze,LDA,RF,33,3,0.166666666666667
Backblaze,LDA,RF,33,5,0.555555555555556
Backblaze,LDA,RF,34,1,1
Backblaze,LDA,RF,34,3,0.176470588235294
Backblaze,LDA,RF,34,5,0.294117647058824
Backblaze,LDA,RF,35,1,1
Backblaze,LDA,RF,35,3,0.176470588235294
Backblaze,LDA,RF,35,5,0.294117647058824
Backblaze,LDA,RF,36,1,1
Backblaze,LDA,RF,36,3,0.176470588235294
Backblaze,LDA,RF,36,5,0.294117647058824
Backblaze,LDA,RGF,1,1,0
Backblaze,LDA,RGF,1,3,0.294117647058824
Backblaze,LDA,RGF,1,5,1
Backblaze,LDA,RGF,2,1,1
Backblaze,LDA,RGF,2,3,0.176470588235294
Backblaze,LDA,RGF,2,5,0.352941176470588
Backblaze,LDA,RGF,3,1,1
Backblaze,LDA,RGF,3,3,0.176470588235294
Backblaze,LDA,RGF,3,5,0.352941176470588
Backblaze,LDA,RGF,4,1,1
Backblaze,LDA,RGF,4,3,0.5
Backblaze,LDA,RGF,4,5,0.294117647058824
Backblaze,LDA,RGF,5,1,1
Backblaze,LDA,RGF,5,3,1
Backblaze,LDA,RGF,5,5,1
Backblaze,LDA,RGF,6,1,1
Backblaze,LDA,RGF,6,3,0.294117647058824
Backblaze,LDA,RGF,6,5,1
Backblaze,LDA,RGF,7,1,1
Backblaze,LDA,RGF,7,3,0.176470588235294
Backblaze,LDA,RGF,7,5,0.294117647058824
Backblaze,LDA,RGF,8,1,1
Backblaze,LDA,RGF,8,3,0.470588235294118
Backblaze,LDA,RGF,8,5,1
Backblaze,LDA,RGF,9,1,1
Backblaze,LDA,RGF,9,3,0.176470588235294
Backblaze,LDA,RGF,9,5,0.294117647058824
Backblaze,LDA,RGF,10,1,1
Backblaze,LDA,RGF,10,3,0.764705882352941
Backblaze,LDA,RGF,10,5,0.941176470588235
Backblaze,LDA,RGF,11,1,0
Backblaze,LDA,RGF,11,3,0.176470588235294
Backblaze,LDA,RGF,11,5,0.294117647058824
Backblaze,LDA,RGF,12,1,1
Backblaze,LDA,RGF,12,3,0.176470588235294
Backblaze,LDA,RGF,12,5,1
Backblaze,LDA,RGF,13,1,1
Backblaze,LDA,RGF,13,3,0.176470588235294
Backblaze,LDA,RGF,13,5,0.411764705882353
Backblaze,LDA,RGF,14,1,1
Backblaze,LDA,RGF,14,3,0.176470588235294
Backblaze,LDA,RGF,14,5,0.294117647058824
Backblaze,LDA,RGF,15,1,1
Backblaze,LDA,RGF,15,3,0.176470588235294
Backblaze,LDA,RGF,15,5,0.941176470588235
Backblaze,LDA,RGF,16,1,1
Backblaze,LDA,RGF,16,3,0.176470588235294
Backblaze,LDA,RGF,16,5,0.352941176470588
Backblaze,LDA,RGF,17,1,1
Backblaze,LDA,RGF,17,3,0.428571428571429
Backblaze,LDA,RGF,17,5,1
Backblaze,LDA,RGF,18,1,1
Backblaze,LDA,RGF,18,3,0.176470588235294
Backblaze,LDA,RGF,18,5,0.352941176470588
Backblaze,LDA,RGF,19,1,1
Backblaze,LDA,RGF,19,3,0.176470588235294
Backblaze,LDA,RGF,19,5,0.294117647058824
Backblaze,LDA,RGF,20,1,1
Backblaze,LDA,RGF,20,3,0.411764705882353
Backblaze,LDA,RGF,20,5,1
Backblaze,LDA,RGF,21,1,1
Backblaze,LDA,RGF,21,3,0.176470588235294
Backblaze,LDA,RGF,21,5,0.352941176470588
Backblaze,LDA,RGF,22,1,1
Backblaze,LDA,RGF,22,3,0.176470588235294
Backblaze,LDA,RGF,22,5,0.352941176470588
Backblaze,LDA,RGF,23,1,1
Backblaze,LDA,RGF,23,3,1
Backblaze,LDA,RGF,23,5,1
Backblaze,LDA,RGF,24,1,0
Backblaze,LDA,RGF,24,3,0.176470588235294
Backblaze,LDA,RGF,24,5,0.294117647058824
Backblaze,LDA,RGF,25,1,1
Backblaze,LDA,RGF,25,3,0.235294117647059
Backblaze,LDA,RGF,25,5,0.411764705882353
Backblaze,LDA,RGF,26,1,0
Backblaze,LDA,RGF,26,3,0.176470588235294
Backblaze,LDA,RGF,26,5,0.764705882352941
Backblaze,LDA,RGF,27,1,1
Backblaze,LDA,RGF,27,3,0.3
Backblaze,LDA,RGF,27,5,0.470588235294118
Backblaze,LDA,RGF,28,1,1
Backblaze,LDA,RGF,28,3,0.333333333333333
Backblaze,LDA,RGF,28,5,0.294117647058824
Backblaze,LDA,RGF,29,1,1
Backblaze,LDA,RGF,29,3,0.142857142857143
Backblaze,LDA,RGF,29,5,0.294117647058824
Backblaze,LDA,RGF,30,1,1
Backblaze,LDA,RGF,30,3,0.4
Backblaze,LDA,RGF,30,5,0.5
Backblaze,LDA,RGF,31,1,1
Backblaze,LDA,RGF,31,3,0.5
Backblaze,LDA,RGF,31,5,0.352941176470588
Backblaze,LDA,RGF,32,1,1
Backblaze,LDA,RGF,32,3,0.5
Backblaze,LDA,RGF,32,5,0.222222222222222
Backblaze,LDA,RGF,33,1,1
Backblaze,LDA,RGF,33,3,0.4
Backblaze,LDA,RGF,33,5,0.5
Backblaze,LDA,RGF,34,1,1
Backblaze,LDA,RGF,34,3,0.5
Backblaze,LDA,RGF,34,5,0.4
Backblaze,LDA,RGF,35,1,1
Backblaze,LDA,RGF,35,3,0.2
Backblaze,LDA,RGF,35,5,0.3
Backblaze,LDA,RGF,36,1,1
Backblaze,LDA,RGF,36,3,0.176470588235294
Backblaze,LDA,RGF,36,5,0.294117647058824
Backblaze,QDA,LR,1,1,1
Backblaze,QDA,LR,1,3,0.8
Backblaze,QDA,LR,1,5,1
Backblaze,QDA,LR,2,1,1
Backblaze,QDA,LR,2,3,0.470588235294118
Backblaze,QDA,LR,2,5,1
Backblaze,QDA,LR,3,1,1
Backblaze,QDA,LR,3,3,0.176470588235294
Backblaze,QDA,LR,3,5,0.352941176470588
Backblaze,QDA,LR,4,1,1
Backblaze,QDA,LR,4,3,0.75
Backblaze,QDA,LR,4,5,0.411764705882353
Backblaze,QDA,LR,5,1,1
Backblaze,QDA,LR,5,3,0.75
Backblaze,QDA,LR,5,5,1
Backblaze,QDA,LR,6,1,1
Backblaze,QDA,LR,6,3,0.176470588235294
Backblaze,QDA,LR,6,5,0.352941176470588
Backblaze,QDA,LR,7,1,1
Backblaze,QDA,LR,7,3,0.75
Backblaze,QDA,LR,7,5,1
Backblaze,QDA,LR,8,1,1
Backblaze,QDA,LR,8,3,0.235294117647059
Backblaze,QDA,LR,8,5,0.470588235294118
Backblaze,QDA,LR,9,1,0.333333333333333
Backblaze,QDA,LR,9,3,0.176470588235294
Backblaze,QDA,LR,9,5,0.294117647058824
Backblaze,QDA,LR,10,1,0.333333333333333
Backblaze,QDA,LR,10,3,0.941176470588235
Backblaze,QDA,LR,10,5,1
Backblaze,QDA,LR,11,1,0.5
Backblaze,QDA,LR,11,3,0.235294117647059
Backblaze,QDA,LR,11,5,1
Backblaze,QDA,LR,12,1,0
Backblaze,QDA,LR,12,3,0.411764705882353
Backblaze,QDA,LR,12,5,1
Backblaze,QDA,LR,13,1,1
Backblaze,QDA,LR,13,3,1
Backblaze,QDA,LR,13,5,0.352941176470588
Backblaze,QDA,LR,14,1,1
Backblaze,QDA,LR,14,3,0.6
Backblaze,QDA,LR,14,5,0.294117647058824
Backblaze,QDA,LR,15,1,1
Backblaze,QDA,LR,15,3,0.333333333333333
Backblaze,QDA,LR,15,5,0.647058823529412
Backblaze,QDA,LR,16,1,1
Backblaze,QDA,LR,16,3,0.470588235294118
Backblaze,QDA,LR,16,5,1
Backblaze,QDA,LR,17,1,1
Backblaze,QDA,LR,17,3,0.294117647058824
Backblaze,QDA,LR,17,5,1
Backblaze,QDA,LR,18,1,1
Backblaze,QDA,LR,18,3,1
Backblaze,QDA,LR,18,5,0.470588235294118
Backblaze,QDA,LR,19,1,1
Backblaze,QDA,LR,19,3,0.8
Backblaze,QDA,LR,19,5,1
Backblaze,QDA,LR,20,1,1
Backblaze,QDA,LR,20,3,0.529411764705882
Backblaze,QDA,LR,20,5,1
Backblaze,QDA,LR,21,1,0.5
Backblaze,QDA,LR,21,3,0.5
Backblaze,QDA,LR,21,5,1
Backblaze,QDA,LR,22,1,1
Backblaze,QDA,LR,22,3,0.8
Backblaze,QDA,LR,22,5,0.470588235294118
Backblaze,QDA,LR,23,1,0.333333333333333
Backblaze,QDA,LR,23,3,0.352941176470588
Backblaze,QDA,LR,23,5,1
Backblaze,QDA,LR,24,1,0
Backblaze,QDA,LR,24,3,1
Backblaze,QDA,LR,24,5,0.833333333333333
Backblaze,QDA,LR,25,1,0.333333333333333
Backblaze,QDA,LR,25,3,0.375
Backblaze,QDA,LR,25,5,0.470588235294118
Backblaze,QDA,LR,26,1,0.5
Backblaze,QDA,LR,26,3,0.6
Backblaze,QDA,LR,26,5,1
Backblaze,QDA,LR,27,1,1
Backblaze,QDA,LR,27,3,1
Backblaze,QDA,LR,27,5,0.470588235294118
Backblaze,QDA,LR,28,1,0.5
Backblaze,QDA,LR,28,3,1
Backblaze,QDA,LR,28,5,0.777777777777778
Backblaze,QDA,LR,29,1,0
Backblaze,QDA,LR,29,3,1
Backblaze,QDA,LR,29,5,0.529411764705882
Backblaze,QDA,LR,30,1,0.5
Backblaze,QDA,LR,30,3,0.666666666666667
Backblaze,QDA,LR,30,5,0.529411764705882
Backblaze,QDA,LR,31,1,1
Backblaze,QDA,LR,31,3,0.666666666666667
Backblaze,QDA,LR,31,5,0.352941176470588
Backblaze,QDA,LR,32,1,1
Backblaze,QDA,LR,32,3,0.375
Backblaze,QDA,LR,32,5,0.411764705882353
Backblaze,QDA,LR,33,1,0.5
Backblaze,QDA,LR,33,3,0.5
Backblaze,QDA,LR,33,5,1
Backblaze,QDA,LR,34,1,1
Backblaze,QDA,LR,34,3,0.6
Backblaze,QDA,LR,34,5,0.588235294117647
Backblaze,QDA,LR,35,1,0
Backblaze,QDA,LR,35,3,0.5
Backblaze,QDA,LR,35,5,0.529411764705882
Backblaze,QDA,LR,36,1,0
Backblaze,QDA,LR,36,3,0.235294117647059
Backblaze,QDA,LR,36,5,0.470588235294118
Backblaze,QDA,CART,1,1,1
Backblaze,QDA,CART,1,3,0.25
Backblaze,QDA,CART,1,5,1
Backblaze,QDA,CART,2,1,1
Backblaze,QDA,CART,2,3,0.454545454545455
Backblaze,QDA,CART,2,5,1
Backblaze,QDA,CART,3,1,1
Backblaze,QDA,CART,3,3,0.428571428571429
Backblaze,QDA,CART,3,5,0.352941176470588
Backblaze,QDA,CART,4,1,1
Backblaze,QDA,CART,4,3,0.333333333333333
Backblaze,QDA,CART,4,5,0.411764705882353
Backblaze,QDA,CART,5,1,1
Backblaze,QDA,CART,5,3,0.428571428571429
Backblaze,QDA,CART,5,5,1
Backblaze,QDA,CART,6,1,0
Backblaze,QDA,CART,6,3,0.5
Backblaze,QDA,CART,6,5,0.352941176470588
Backblaze,QDA,CART,7,1,1
Backblaze,QDA,CART,7,3,0.5
Backblaze,QDA,CART,7,5,1
Backblaze,QDA,CART,8,1,1
Backblaze,QDA,CART,8,3,0.235294117647059
Backblaze,QDA,CART,8,5,0.470588235294118
Backblaze,QDA,CART,9,1,1
Backblaze,QDA,CART,9,3,0.25
Backblaze,QDA,CART,9,5,0.294117647058824
Backblaze,QDA,CART,10,1,0.333333333333333
Backblaze,QDA,CART,10,3,0.294117647058824
Backblaze,QDA,CART,10,5,1
Backblaze,QDA,CART,11,1,0.25
Backblaze,QDA,CART,11,3,1
Backblaze,QDA,CART,11,5,1
Backblaze,QDA,CART,12,1,0
Backblaze,QDA,CART,12,3,0.411764705882353
Backblaze,QDA,CART,12,5,1
Backblaze,QDA,CART,13,1,1
Backblaze,QDA,CART,13,3,0.176470588235294
Backblaze,QDA,CART,13,5,0.352941176470588
Backblaze,QDA,CART,14,1,1
Backblaze,QDA,CART,14,3,0.294117647058824
Backblaze,QDA,CART,14,5,1
Backblaze,QDA,CART,15,1,1
Backblaze,QDA,CART,15,3,0.294117647058824
Backblaze,QDA,CART,15,5,0.647058823529412
Backblaze,QDA,CART,16,1,1
Backblaze,QDA,CART,16,3,0.470588235294118
Backblaze,QDA,CART,16,5,1
Backblaze,QDA,CART,17,1,0.25
Backblaze,QDA,CART,17,3,0.294117647058824
Backblaze,QDA,CART,17,5,1
Backblaze,QDA,CART,18,1,1
Backblaze,QDA,CART,18,3,0.333333333333333
Backblaze,QDA,CART,18,5,0.470588235294118
Backblaze,QDA,CART,19,1,1
Backblaze,QDA,CART,19,3,0.294117647058824
Backblaze,QDA,CART,19,5,1
Backblaze,QDA,CART,20,1,0.5
Backblaze,QDA,CART,20,3,0.6
Backblaze,QDA,CART,20,5,1
Backblaze,QDA,CART,21,1,0.25
Backblaze,QDA,CART,21,3,0.6
Backblaze,QDA,CART,21,5,1
Backblaze,QDA,CART,22,1,1
Backblaze,QDA,CART,22,3,0.375
Backblaze,QDA,CART,22,5,0.470588235294118
Backblaze,QDA,CART,23,1,0.333333333333333
Backblaze,QDA,CART,23,3,0.666666666666667
Backblaze,QDA,CART,23,5,1
Backblaze,QDA,CART,24,1,0.5
Backblaze,QDA,CART,24,3,0.333333333333333
Backblaze,QDA,CART,24,5,0.294117647058824
Backblaze,QDA,CART,25,1,0.5
Backblaze,QDA,CART,25,3,0.555555555555556
Backblaze,QDA,CART,25,5,0.470588235294118
Backblaze,QDA,CART,26,1,0.5
Backblaze,QDA,CART,26,3,0.294117647058824
Backblaze,QDA,CART,26,5,1
Backblaze,QDA,CART,27,1,0.5
Backblaze,QDA,CART,27,3,0.363636363636364
Backblaze,QDA,CART,27,5,0.470588235294118
Backblaze,QDA,CART,28,1,0.5
Backblaze,QDA,CART,28,3,0.375
Backblaze,QDA,CART,28,5,0.470588235294118
Backblaze,QDA,CART,29,1,0
Backblaze,QDA,CART,29,3,0.428571428571429
Backblaze,QDA,CART,29,5,0.529411764705882
Backblaze,QDA,CART,30,1,0.5
Backblaze,QDA,CART,30,3,0.571428571428571
Backblaze,QDA,CART,30,5,0.529411764705882
Backblaze,QDA,CART,31,1,0.333333333333333
Backblaze,QDA,CART,31,3,0.363636363636364
Backblaze,QDA,CART,31,5,0.352941176470588
Backblaze,QDA,CART,32,1,1
Backblaze,QDA,CART,32,3,0.5
Backblaze,QDA,CART,32,5,1
Backblaze,QDA,CART,33,1,0.5
Backblaze,QDA,CART,33,3,0.3
Backblaze,QDA,CART,33,5,1
Backblaze,QDA,CART,34,1,0
Backblaze,QDA,CART,34,3,0.428571428571429
Backblaze,QDA,CART,34,5,0.588235294117647
Backblaze,QDA,CART,35,1,0
Backblaze,QDA,CART,35,3,0.428571428571429
Backblaze,QDA,CART,35,5,0.529411764705882
Backblaze,QDA,CART,36,1,0.5
Backblaze,QDA,CART,36,3,0.5
Backblaze,QDA,CART,36,5,0.470588235294118
Backblaze,QDA,GBDT,1,1,1
Backblaze,QDA,GBDT,1,3,0.571428571428571
Backblaze,QDA,GBDT,1,5,1
Backblaze,QDA,GBDT,2,1,1
Backblaze,QDA,GBDT,2,3,0.470588235294118
Backblaze,QDA,GBDT,2,5,1
Backblaze,QDA,GBDT,3,1,1
Backblaze,QDA,GBDT,3,3,0.176470588235294
Backblaze,QDA,GBDT,3,5,0.352941176470588
Backblaze,QDA,GBDT,4,1,1
Backblaze,QDA,GBDT,4,3,0.235294117647059
Backblaze,QDA,GBDT,4,5,0.411764705882353
Backblaze,QDA,GBDT,5,1,1
Backblaze,QDA,GBDT,5,3,0.235294117647059
Backblaze,QDA,GBDT,5,5,1
Backblaze,QDA,GBDT,6,1,0
Backblaze,QDA,GBDT,6,3,0.5
Backblaze,QDA,GBDT,6,5,0.352941176470588
Backblaze,QDA,GBDT,7,1,1
Backblaze,QDA,GBDT,7,3,0.176470588235294
Backblaze,QDA,GBDT,7,5,1
Backblaze,QDA,GBDT,8,1,1
Backblaze,QDA,GBDT,8,3,0.235294117647059
Backblaze,QDA,GBDT,8,5,0.470588235294118
Backblaze,QDA,GBDT,9,1,1
Backblaze,QDA,GBDT,9,3,0.176470588235294
Backblaze,QDA,GBDT,9,5,0.294117647058824
Backblaze,QDA,GBDT,10,1,0.333333333333333
Backblaze,QDA,GBDT,10,3,0.941176470588235
Backblaze,QDA,GBDT,10,5,1
Backblaze,QDA,GBDT,11,1,0
Backblaze,QDA,GBDT,11,3,1
Backblaze,QDA,GBDT,11,5,1
Backblaze,QDA,GBDT,12,1,0
Backblaze,QDA,GBDT,12,3,0.411764705882353
Backblaze,QDA,GBDT,12,5,1
Backblaze,QDA,GBDT,13,1,1
Backblaze,QDA,GBDT,13,3,0.176470588235294
Backblaze,QDA,GBDT,13,5,0.352941176470588
Backblaze,QDA,GBDT,14,1,1
Backblaze,QDA,GBDT,14,3,0.294117647058824
Backblaze,QDA,GBDT,14,5,1
Backblaze,QDA,GBDT,15,1,1
Backblaze,QDA,GBDT,15,3,0.294117647058824
Backblaze,QDA,GBDT,15,5,0.647058823529412
Backblaze,QDA,GBDT,16,1,1
Backblaze,QDA,GBDT,16,3,0.470588235294118
Backblaze,QDA,GBDT,16,5,1
Backblaze,QDA,GBDT,17,1,1
Backblaze,QDA,GBDT,17,3,0.428571428571429
Backblaze,QDA,GBDT,17,5,1
Backblaze,QDA,GBDT,18,1,1
Backblaze,QDA,GBDT,18,3,0.294117647058824
Backblaze,QDA,GBDT,18,5,0.470588235294118
Backblaze,QDA,GBDT,19,1,1
Backblaze,QDA,GBDT,19,3,0.6
Backblaze,QDA,GBDT,19,5,1
Backblaze,QDA,GBDT,20,1,0.5
Backblaze,QDA,GBDT,20,3,0.529411764705882
Backblaze,QDA,GBDT,20,5,1
Backblaze,QDA,GBDT,21,1,0.5
Backblaze,QDA,GBDT,21,3,0.428571428571429
Backblaze,QDA,GBDT,21,5,1
Backblaze,QDA,GBDT,22,1,1
Backblaze,QDA,GBDT,22,3,0.294117647058824
Backblaze,QDA,GBDT,22,5,0.470588235294118
Backblaze,QDA,GBDT,23,1,0.333333333333333
Backblaze,QDA,GBDT,23,3,0.285714285714286
Backblaze,QDA,GBDT,23,5,1
Backblaze,QDA,GBDT,24,1,0
Backblaze,QDA,GBDT,24,3,0.333333333333333
Backblaze,QDA,GBDT,24,5,0.294117647058824
Backblaze,QDA,GBDT,25,1,0.5
Backblaze,QDA,GBDT,25,3,0.294117647058824
Backblaze,QDA,GBDT,25,5,0.470588235294118
Backblaze,QDA,GBDT,26,1,0.5
Backblaze,QDA,GBDT,26,3,0.5
Backblaze,QDA,GBDT,26,5,1
Backblaze,QDA,GBDT,27,1,1
Backblaze,QDA,GBDT,27,3,0.333333333333333
Backblaze,QDA,GBDT,27,5,0.470588235294118
Backblaze,QDA,GBDT,28,1,0.5
Backblaze,QDA,GBDT,28,3,0.5
Backblaze,QDA,GBDT,28,5,0.470588235294118
Backblaze,QDA,GBDT,29,1,0
Backblaze,QDA,GBDT,29,3,0.333333333333333
Backblaze,QDA,GBDT,29,5,0.529411764705882
Backblaze,QDA,GBDT,30,1,0.5
Backblaze,QDA,GBDT,30,3,0.333333333333333
Backblaze,QDA,GBDT,30,5,0.529411764705882
Backblaze,QDA,GBDT,31,1,1
Backblaze,QDA,GBDT,31,3,0.166666666666667
Backblaze,QDA,GBDT,31,5,0.352941176470588
Backblaze,QDA,GBDT,32,1,1
Backblaze,QDA,GBDT,32,3,0.222222222222222
Backblaze,QDA,GBDT,32,5,0.470588235294118
Backblaze,QDA,GBDT,33,1,0.5
Backblaze,QDA,GBDT,33,3,0.25
Backblaze,QDA,GBDT,33,5,1
Backblaze,QDA,GBDT,34,1,0
Backblaze,QDA,GBDT,34,3,0.285714285714286
Backblaze,QDA,GBDT,34,5,0.588235294117647
Backblaze,QDA,GBDT,35,1,0
Backblaze,QDA,GBDT,35,3,0.333333333333333
Backblaze,QDA,GBDT,35,5,0.529411764705882
Backblaze,QDA,GBDT,36,1,0
Backblaze,QDA,GBDT,36,3,0.75
Backblaze,QDA,GBDT,36,5,0.470588235294118
Backblaze,QDA,NN,1,1,1
Backblaze,QDA,NN,1,3,0.625
Backblaze,QDA,NN,1,5,1
Backblaze,QDA,NN,2,1,1
Backblaze,QDA,NN,2,3,0.375
Backblaze,QDA,NN,2,5,1
Backblaze,QDA,NN,3,1,1
Backblaze,QDA,NN,3,3,0.4
Backblaze,QDA,NN,3,5,0.352941176470588
Backblaze,QDA,NN,4,1,1
Backblaze,QDA,NN,4,3,0.428571428571429
Backblaze,QDA,NN,4,5,0.411764705882353
Backblaze,QDA,NN,5,1,1
Backblaze,QDA,NN,5,3,0.235294117647059
Backblaze,QDA,NN,5,5,1
Backblaze,QDA,NN,6,1,1
Backblaze,QDA,NN,6,3,0.6
Backblaze,QDA,NN,6,5,0.352941176470588
Backblaze,QDA,NN,7,1,1
Backblaze,QDA,NN,7,3,0.5
Backblaze,QDA,NN,7,5,1
Backblaze,QDA,NN,8,1,1
Backblaze,QDA,NN,8,3,0.666666666666667
Backblaze,QDA,NN,8,5,0.470588235294118
Backblaze,QDA,NN,9,1,1
Backblaze,QDA,NN,9,3,0.5
Backblaze,QDA,NN,9,5,0.294117647058824
Backblaze,QDA,NN,10,1,0.333333333333333
Backblaze,QDA,NN,10,3,0.176470588235294
Backblaze,QDA,NN,10,5,1
Backblaze,QDA,NN,11,1,0.5
Backblaze,QDA,NN,11,3,0.294117647058824
Backblaze,QDA,NN,11,5,1
Backblaze,QDA,NN,12,1,0
Backblaze,QDA,NN,12,3,0.411764705882353
Backblaze,QDA,NN,12,5,1
Backblaze,QDA,NN,13,1,0.5
Backblaze,QDA,NN,13,3,0.333333333333333
Backblaze,QDA,NN,13,5,0.352941176470588
Backblaze,QDA,NN,14,1,1
Backblaze,QDA,NN,14,3,0.8
Backblaze,QDA,NN,14,5,1
Backblaze,QDA,NN,15,1,1
Backblaze,QDA,NN,15,3,0.294117647058824
Backblaze,QDA,NN,15,5,0.647058823529412
Backblaze,QDA,NN,16,1,1
Backblaze,QDA,NN,16,3,0.875
Backblaze,QDA,NN,16,5,1
Backblaze,QDA,NN,17,1,1
Backblaze,QDA,NN,17,3,0.625
Backblaze,QDA,NN,17,5,1
Backblaze,QDA,NN,18,1,1
Backblaze,QDA,NN,18,3,0.6
Backblaze,QDA,NN,18,5,0.470588235294118
Backblaze,QDA,NN,19,1,1
Backblaze,QDA,NN,19,3,0.5
Backblaze,QDA,NN,19,5,1
Backblaze,QDA,NN,20,1,0.5
Backblaze,QDA,NN,20,3,0.666666666666667
Backblaze,QDA,NN,20,5,1
Backblaze,QDA,NN,21,1,0.5
Backblaze,QDA,NN,21,3,0.571428571428571
Backblaze,QDA,NN,21,5,0.588235294117647
Backblaze,QDA,NN,22,1,1
Backblaze,QDA,NN,22,3,0.833333333333333
Backblaze,QDA,NN,22,5,0.470588235294118
Backblaze,QDA,NN,23,1,0.333333333333333
Backblaze,QDA,NN,23,3,0.285714285714286
Backblaze,QDA,NN,23,5,0.647058823529412
Backblaze,QDA,NN,24,1,0
Backblaze,QDA,NN,24,3,0.75
Backblaze,QDA,NN,24,5,0.833333333333333
Backblaze,QDA,NN,25,1,0.5
Backblaze,QDA,NN,25,3,0.5
Backblaze,QDA,NN,25,5,0.888888888888889
Backblaze,QDA,NN,26,1,0.5
Backblaze,QDA,NN,26,3,0.5
Backblaze,QDA,NN,26,5,1
Backblaze,QDA,NN,27,1,1
Backblaze,QDA,NN,27,3,0.75
Backblaze,QDA,NN,27,5,0.75
Backblaze,QDA,NN,28,1,0.5
Backblaze,QDA,NN,28,3,0.5
Backblaze,QDA,NN,28,5,0.470588235294118
Backblaze,QDA,NN,29,1,0
Backblaze,QDA,NN,29,3,0.5
Backblaze,QDA,NN,29,5,0.529411764705882
Backblaze,QDA,NN,30,1,0.5
Backblaze,QDA,NN,30,3,0.6
Backblaze,QDA,NN,30,5,0.529411764705882
Backblaze,QDA,NN,31,1,1
Backblaze,QDA,NN,31,3,0.6
Backblaze,QDA,NN,31,5,0.6
Backblaze,QDA,NN,32,1,1
Backblaze,QDA,NN,32,3,0.555555555555556
Backblaze,QDA,NN,32,5,1
Backblaze,QDA,NN,33,1,0.5
Backblaze,QDA,NN,33,3,0.5
Backblaze,QDA,NN,33,5,1
Backblaze,QDA,NN,34,1,0
Backblaze,QDA,NN,34,3,0.4
Backblaze,QDA,NN,34,5,0.9
Backblaze,QDA,NN,35,1,0
Backblaze,QDA,NN,35,3,0.333333333333333
Backblaze,QDA,NN,35,5,0.529411764705882
Backblaze,QDA,NN,36,1,0
Backblaze,QDA,NN,36,3,0.75
Backblaze,QDA,NN,36,5,0.875
Backblaze,QDA,RF,1,1,1
Backblaze,QDA,RF,1,3,0.294117647058824
Backblaze,QDA,RF,1,5,1
Backblaze,QDA,RF,2,1,1
Backblaze,QDA,RF,2,3,0.470588235294118
Backblaze,QDA,RF,2,5,1
Backblaze,QDA,RF,3,1,1
Backblaze,QDA,RF,3,3,0.176470588235294
Backblaze,QDA,RF,3,5,0.352941176470588
Backblaze,QDA,RF,4,1,1
Backblaze,QDA,RF,4,3,0.235294117647059
Backblaze,QDA,RF,4,5,0.411764705882353
Backblaze,QDA,RF,5,1,1
Backblaze,QDA,RF,5,3,0.235294117647059
Backblaze,QDA,RF,5,5,1
Backblaze,QDA,RF,6,1,0
Backblaze,QDA,RF,6,3,0.176470588235294
Backblaze,QDA,RF,6,5,0.352941176470588
Backblaze,QDA,RF,7,1,1
Backblaze,QDA,RF,7,3,0.176470588235294
Backblaze,QDA,RF,7,5,1
Backblaze,QDA,RF,8,1,1
Backblaze,QDA,RF,8,3,0.235294117647059
Backblaze,QDA,RF,8,5,0.470588235294118
Backblaze,QDA,RF,9,1,0.5
Backblaze,QDA,RF,9,3,0.176470588235294
